Age,Dribbling / Reflexes,Passing / Kicking,Shooting / Handling,International reputation,Total mentality,Shot power,Total power,Ball control,Finishing,Log Market Value
23,71,59,65,1,265,66,326,70,67,14.557447902693651
24,74,69,76,1,325,83,367,76,77,15.60727002719233
24,76,62,74,1,263,81,377,74,76,15.89495209964411
21,73,72,62,1,334,71,369,74,57,15.424948470398375
25,62,44,64,1,260,65,357,59,67,13.790192749979985
26,77,70,67,2,356,69,324,76,70,15.424948470398375
22,81,72,70,1,320,74,338,81,71,16.883563493097892
21,60,49,32,1,227,43,297,58,26,14.403297222866392
23,76,74,71,1,109,56,211,22,6,15.424948470398375
23,75,73,63,1,340,72,348,75,59,15.38412647587812
24,80,75,75,2,346,80,363,80,73,16.489659207390805
23,79,75,66,1,361,68,301,79,62,15.955576721460545
24,75,70,66,1,322,70,342,76,66,15.009433026436708
19,71,63,43,1,294,43,290,69,43,15.955576721460545
21,72,63,68,1,256,73,336,69,68,14.77102200299171
22,71,67,49,1,307,51,311,67,48,15.60727002719233
22,51,47,25,1,258,42,279,61,21,16.166885815127753
23,81,68,76,1,95,51,209,21,5,16.70588231586044
23,55,57,32,1,282,38,280,58,30,15.176487111099874
29,73,72,56,1,347,66,370,75,50,16.34123920227253
22,74,69,62,1,331,74,353,76,59,15.60727002719233
23,54,50,36,1,258,60,313,62,30,16.11809565095832
21,74,59,59,1,231,57,260,72,63,14.946912669455374
26,57,45,63,1,260,71,353,60,66,13.9108207377686
23,80,61,71,1,335,70,306,77,80,16.012735135300492
21,76,71,72,1,309,70,334,78,73,16.06680235657077
20,73,65,54,1,297,63,329,72,54,15.27412558066379
20,72,68,54,1,323,59,319,75,51,15.38412647587812
23,73,71,62,1,339,77,368,76,57,16.41820024340866
18,69,56,62,1,262,68,350,67,63,14.690979295318174
21,66,54,41,1,254,53,290,66,40,14.77102200299171
20,71,58,60,1,288,57,272,66,62,14.28551418721001
22,61,55,43,1,298,48,310,69,48,16.785925023533974
22,76,67,46,1,309,51,260,75,49,15.319587954740548
19,70,50,54,1,232,56,271,64,55,13.652991628466498
18,59,55,32,1,253,29,256,63,32,14.346138809026444
19,71,61,68,1,272,66,320,70,72,15.150511624696614
27,73,76,76,2,375,84,415,76,74,17.09265529095645
28,82,79,75,2,353,80,354,83,69,16.67771143889374
28,80,82,76,2,382,77,385,82,75,17.073607095985757
25,77,70,75,2,351,80,383,76,74,16.012735135300492
29,73,71,62,2,336,73,387,73,59,15.687312734865866
27,80,75,74,2,371,83,402,82,71,17.1296965626368
26,75,72,60,2,342,63,317,76,58,15.009433026436708
27,78,77,78,3,376,86,393,83,75,16.811242831518264
30,76,72,57,2,333,72,377,77,52,16.70588231586044
28,77,72,64,3,351,72,355,78,64,16.759949537130716
26,82,75,73,1,315,75,332,81,72,16.556350581889475
26,69,71,66,1,361,78,386,71,62,16.785925023533974
25,78,69,69,1,274,74,374,76,67,15.424948470398375
27,80,77,63,2,376,74,382,82,57,16.733281290048552
24,82,79,71,1,357,70,331,83,72,16.759949537130716
25,73,66,60,1,312,73,360,72,54,15.068273526459642
25,79,71,78,1,328,82,349,81,78,16.38045991542581
24,75,70,67,1,293,65,289,77,69,15.250595083253597
24,82,74,77,3,311,84,378,81,75,16.99356438831222
26,71,70,51,1,330,68,332,73,41,15.319587954740548
26,72,71,60,1,343,65,352,71,58,15.009433026436708
26,77,78,70,2,353,77,354,81,65,16.25785759333348
24,73,70,68,1,344,80,375,74,62,14.690979295318174
24,68,64,57,1,321,72,328,67,53,14.457364444136669
26,80,72,76,1,140,54,246,26,14,16.759949537130716
24,71,67,62,1,336,73,351,71,61,14.603967918328545
26,77,77,60,2,330,65,311,80,58,16.25785759333348
23,74,70,73,1,148,53,226,29,14,15.424948470398375
26,70,69,56,2,342,65,362,72,50,15.955576721460545
26,82,70,83,3,376,83,405,84,84,17.41282281855272
28,71,65,57,1,299,72,328,73,50,14.151982794585487
27,70,73,49,1,338,66,350,75,42,16.929025867174648
26,85,84,62,1,362,69,326,88,53,16.759949537130716
25,77,74,75,1,371,77,352,77,74,16.012735135300492
24,65,60,36,1,280,52,301,64,30,14.151982794585487
25,83,80,83,2,332,80,369,85,85,17.588271496058912
22,72,65,66,1,137,49,231,22,14,14.557447902693651
24,73,65,53,1,298,60,304,73,53,14.73180128983843
24,64,59,42,1,286,61,337,69,39,16.06680235657077
26,76,74,65,1,351,83,369,80,55,16.90655301132259
25,70,59,45,1,299,67,347,70,41,16.34123920227253
28,77,67,75,1,136,50,222,24,15,16.012735135300492
25,73,64,61,1,251,64,273,72,63,14.457364444136669
24,72,63,50,1,321,67,356,68,44,15.424948470398375
25,73,74,63,1,355,75,379,73,62,16.90655301132259
29,67,63,45,1,288,55,280,67,40,14.557447902693651
24,79,76,53,1,328,57,307,81,46,15.89495209964411
23,77,77,56,1,337,61,308,77,53,17.014183675514957
34,54,55,62,1,277,65,276,62,64,11.695247021764184
34,74,79,80,4,372,84,372,82,79,15.068273526459642
34,85,82,77,3,331,79,347,84,75,16.64872390202049
36,75,77,66,2,364,71,337,76,63,14.346138809026444
33,74,69,68,3,311,72,282,75,67,13.997832114758229
34,72,71,79,4,293,85,359,77,77,14.808762330974558
36,85,86,72,4,354,72,311,86,70,16.300417207752275
34,78,82,77,3,364,82,376,82,73,15.89495209964411
35,78,78,80,2,139,59,251,15,11,14.648419680899378
32,72,67,70,3,307,74,344,70,68,14.22097566607244
33,62,62,73,2,345,83,379,72,69,13.815510557964274
32,77,80,74,3,378,77,390,81,73,16.61887093887081
32,85,76,84,3,136,57,247,25,10,17.09265529095645
33,76,70,71,2,134,53,223,22,10,14.151982794585487
31,71,65,63,2,335,79,399,76,59,14.914122846632385
33,74,74,64,2,352,73,365,77,64,16.012735135300492
31,89,73,79,4,126,55,219,34,13,17.553180176247643
24,69,55,71,1,292,80,376,71,73,15.096444403426338
30,64,66,34,1,322,53,299,67,25,16.25785759333348
30,74,73,67,2,363,82,380,79,59,16.90655301132259
28,72,72,79,2,312,82,344,78,82,16.70588231586044
31,88,78,84,2,360,84,375,88,87,17.385043254445645
30,80,78,72,2,310,75,334,83,68,16.11809565095832
29,78,72,81,3,331,80,399,82,84,17.23323724157764
29,73,66,79,3,333,80,377,75,83,16.454567887579532
28,80,77,75,3,335,80,361,84,72,16.166885815127753
30,75,73,76,1,350,79,366,74,75,15.226497531674536
28,86,76,80,3,316,80,336,84,80,17.09265529095645
27,86,78,79,4,329,78,357,83,81,17.86729550576758
29,75,72,66,2,111,54,255,23,18,14.28551418721001
33,78,68,74,1,147,51,249,20,14,14.690979295318174
27,74,65,70,1,274,74,326,74,70,14.346138809026444
28,78,71,71,2,316,71,344,77,70,15.27412558066379
27,69,60,31,1,254,37,291,73,30,16.166885815127753
30,83,77,86,2,351,83,395,84,89,17.785802471516394
27,75,78,73,2,362,83,398,80,68,16.883563493097892
28,86,79,81,3,351,84,373,85,81,17.565014633894645
28,79,76,81,2,337,82,410,81,83,17.09265529095645
25,72,64,76,2,325,80,381,74,79,16.41820024340866
16,61,58,50,1,272,50,272,63,51,13.345506928718539
16,53,47,62,1,237,54,283,56,68,13.458835614025542
18,68,63,69,1,266,75,302,71,66,14.603967918328545
19,63,65,65,1,310,69,342,64,64,14.403297222866392
17,67,57,67,1,266,70,323,65,69,14.508657738524219
17,52,40,30,1,234,34,241,39,27,13.560618308335483
18,69,52,66,1,274,67,333,66,67,14.603967918328545
16,68,53,58,1,240,59,286,67,62,13.560618308335483
16,63,53,60,1,239,63,300,60,64,13.304684934198283
17,62,55,56,1,284,48,278,64,60,13.304684934198283
19,67,54,60,1,230,60,302,60,61,13.9108207377686
20,72,69,72,1,317,72,341,72,75,15.226497531674536
18,65,56,52,1,223,66,257,63,50,13.527828485512494
19,68,72,55,1,311,70,340,67,48,15.03928598958639
22,67,59,39,1,276,42,268,67,41,14.946912669455374
19,62,55,39,1,281,60,299,67,33,15.363073066680286
19,72,68,63,1,315,68,326,74,62,15.201804919084164
18,60,38,59,1,222,60,266,59,62,13.262125319779487
19,70,55,37,1,272,48,297,67,32,14.557447902693651
19,68,60,64,1,263,70,316,67,64,14.690979295318174
18,67,59,57,1,276,58,256,63,59,13.997832114758229
20,54,46,30,1,244,54,299,53,20,15.38412647587812
20,70,61,60,1,245,61,273,68,62,14.690979295318174
20,57,49,27,1,254,42,285,59,24,15.009433026436708
18,64,49,62,1,210,59,294,61,67,13.997832114758229
22,63,59,42,1,287,60,296,66,40,15.687312734865866
19,67,60,57,1,291,67,327,67,56,14.403297222866392
21,74,65,73,1,310,73,359,74,74,15.250595083253597
22,72,72,71,1,352,79,390,74,69,15.687312734865866
17,69,62,54,1,256,58,278,71,54,13.997832114758229
20,72,64,63,1,308,71,329,73,59,14.690979295318174
16,71,62,42,1,283,48,260,69,35,14.22097566607244
21,69,56,70,1,291,75,352,71,71,15.096444403426338
17,52,40,58,1,227,54,295,54,63,13.458835614025542
20,73,73,61,1,326,72,326,78,57,15.687312734865866
18,51,51,39,1,243,53,296,54,34,14.508657738524219
19,70,59,55,1,302,59,315,68,55,14.880221294956703
19,68,61,57,1,284,57,279,64,58,13.815510557964274
16,63,56,62,1,252,65,261,66,60,13.458835614025542
21,64,61,53,1,244,59,278,68,51,13.9108207377686
21,70,60,53,1,241,58,263,69,53,14.73180128983843
17,63,53,34,1,233,20,223,64,45,13.815510557964274
22,76,72,66,1,347,74,344,79,62,15.955576721460545
19,72,68,64,1,315,68,319,71,63,15.201804919084164
19,58,53,32,1,247,47,278,61,28,14.077874822431765
17,61,44,62,1,250,58,308,63,68,14.22097566607244
18,63,61,48,1,284,54,273,60,45,13.304684934198283
18,66,58,54,1,310,61,324,66,47,14.403297222866392
19,69,52,30,1,270,58,311,68,19,14.946912669455374
18,51,55,40,1,272,59,293,54,36,15.123843377614453
18,68,61,61,1,261,65,293,68,63,13.997832114758229
16,46,52,39,1,246,63,292,49,32,13.652991628466498
20,67,61,58,1,314,61,335,69,61,14.77102200299171
18,63,58,45,1,277,67,297,65,36,13.345506928718539
18,71,51,56,1,238,54,278,69,59,14.403297222866392
17,69,66,61,1,249,65,287,69,61,14.648419680899378
19,72,62,44,1,286,50,265,71,39,14.880221294956703
17,66,57,60,1,253,58,254,64,65,13.815510557964274
18,70,62,64,1,271,73,326,71,59,14.603967918328545
18,61,47,63,1,246,67,343,60,65,14.151982794585487
16,39,43,30,1,225,45,262,40,25,13.217673557208654
17,73,63,56,1,240,59,279,71,58,14.28551418721001
19,64,61,58,1,300,70,303,66,59,14.557447902693651
17,48,54,31,1,239,49,277,45,26,14.151982794585487
17,68,60,58,1,282,64,343,67,59,14.22097566607244
21,60,57,31,1,283,26,274,60,30,15.03928598958639
25,73,69,58,1,325,65,330,73,58,16.012735135300492
23,73,71,69,1,321,75,354,75,67,15.955576721460545
24,76,65,71,1,287,73,361,76,74,15.29711509888849
20,75,71,74,1,103,53,207,17,9,16.166885815127753
19,64,63,46,1,289,53,320,60,42,15.176487111099874
21,64,57,62,1,80,43,169,16,5,13.9108207377686
22,73,68,69,1,162,51,244,28,17,15.341566861459324
20,77,70,65,1,282,71,277,74,65,15.226497531674536
19,73,71,63,1,293,70,321,74,62,15.096444403426338
24,74,69,62,1,295,64,345,74,65,15.424948470398375
23,75,69,67,1,315,71,326,70,64,15.424948470398375
20,59,54,39,1,260,54,301,58,33,14.403297222866392
21,66,57,46,1,262,60,310,66,43,14.73180128983843
22,65,48,69,1,271,70,336,69,72,14.73180128983843
21,67,55,63,1,268,70,338,65,63,14.28551418721001
20,70,70,64,1,314,71,328,72,61,14.914122846632385
21,71,63,57,1,303,68,329,70,50,15.03928598958639
19,72,61,74,1,323,78,346,75,74,15.424948470398375
20,72,66,69,1,320,73,347,74,69,15.687312734865866
20,73,56,54,1,215,62,263,72,55,14.457364444136669
23,78,76,57,1,346,55,344,79,55,16.012735135300492
23,74,68,61,1,322,74,362,74,61,15.60727002719233
21,65,59,41,1,261,52,306,63,38,14.603967918328545
20,72,72,69,1,111,54,192,15,7,15.03928598958639
21,63,54,38,1,274,61,314,63,30,15.89495209964411
20,67,66,52,1,298,61,329,69,48,14.845129975145433
18,70,66,52,1,261,57,222,68,54,14.151982794585487
19,72,64,58,1,249,56,289,72,62,14.880221294956703
20,56,37,57,1,188,59,328,54,63,13.217673557208654
19,65,65,62,1,88,49,170,21,7,13.710150042306449
21,76,73,57,1,307,60,302,76,56,15.761420707019587
21,74,65,72,1,287,71,327,73,75,16.06680235657077
20,71,63,57,1,291,58,312,69,59,14.603967918328545
20,64,56,41,1,269,37,254,63,45,14.508657738524219
21,71,68,63,1,277,68,316,71,62,14.808762330974558
18,73,69,65,1,297,66,311,71,64,15.201804919084164
18,56,49,28,1,240,52,275,62,20,14.603967918328545
21,71,65,50,1,306,57,299,67,50,15.03928598958639
22,57,55,40,1,261,70,351,64,23,16.213405830762646
19,69,64,57,1,287,67,360,67,54,14.73180128983843
18,72,58,55,1,303,67,312,73,53,13.997832114758229
18,67,60,51,1,284,55,276,67,50,13.623138665316818
20,67,50,48,1,283,72,337,73,28,14.845129975145433
19,55,46,29,1,242,38,273,55,25,14.151982794585487
26,75,73,70,1,112,55,222,21,9,15.319587954740548
21,63,57,36,1,288,64,311,68,26,15.176487111099874
23,61,62,47,1,309,55,317,62,42,15.520258650202699
23,74,72,66,1,314,60,346,74,69,15.60727002719233
23,74,73,69,1,334,76,384,75,65,16.25785759333348
18,60,51,57,1,288,59,318,55,57,13.17115354157376
20,69,61,58,1,256,61,304,66,58,14.73180128983843
18,62,43,64,1,258,60,321,61,68,14.22097566607244
23,57,52,50,1,279,55,336,58,51,16.25785759333348
27,73,72,70,1,348,77,351,73,65,14.73180128983843
24,75,71,70,1,347,73,379,77,73,16.11809565095832
23,63,56,64,1,283,68,345,64,65,14.077874822431765
25,72,71,46,1,312,52,318,74,38,16.300417207752275
23,76,59,76,1,288,75,371,77,78,15.89495209964411
21,81,71,69,2,308,71,341,80,70,16.34123920227253
24,55,50,31,1,292,44,318,63,22,16.489659207390805
22,73,65,63,1,267,68,346,70,62,15.150511624696614
22,66,65,53,1,302,61,352,65,47,14.403297222866392
22,76,68,62,1,296,61,324,75,62,15.404745763080856
21,70,65,66,1,80,49,216,12,5,14.808762330974558
25,59,54,42,1,283,79,337,63,26,14.603967918328545
23,76,69,58,1,336,69,359,73,55,15.89495209964411
25,73,75,64,1,353,69,363,75,61,16.454567887579532
20,64,62,34,1,295,45,286,68,29,15.150511624696614
22,72,72,53,1,310,64,351,71,47,15.60727002719233
24,71,61,64,1,297,65,319,66,63,14.346138809026444
22,77,71,75,1,331,78,365,76,74,16.166885815127753
21,71,64,61,1,284,70,309,67,60,14.403297222866392
21,77,64,66,1,299,66,301,72,70,15.761420707019587
23,75,66,54,1,307,65,304,77,46,15.830413578506539
21,58,51,31,1,219,48,274,63,26,14.22097566607244
27,68,62,49,1,285,57,256,67,45,13.071070083016778
22,74,61,47,1,298,41,294,71,46,15.03928598958639
22,59,49,38,1,252,42,309,65,36,15.009433026436708
22,53,47,28,1,207,52,284,58,14,13.815510557964274
21,66,62,56,1,293,66,317,64,49,13.9108207377686
22,73,69,65,1,270,63,329,74,68,15.38412647587812
26,76,77,71,1,351,76,332,78,68,15.89495209964411
24,66,63,57,1,249,62,273,63,54,12.834681304952548
23,61,64,46,1,257,47,299,66,44,15.830413578506539
29,74,67,74,1,304,80,350,73,75,15.226497531674536
22,64,56,72,1,278,75,358,66,72,15.009433026436708
23,45,42,27,1,229,42,267,48,21,13.071070083016778
21,64,52,67,1,243,68,341,67,70,14.508657738524219
25,66,69,53,1,337,68,334,69,49,14.403297222866392
20,70,58,58,1,249,61,262,67,58,14.457364444136669
22,70,65,69,1,264,69,337,70,70,15.096444403426338
21,74,69,70,1,109,52,211,40,9,15.341566861459324
24,77,71,65,1,319,65,334,77,65,15.341566861459324
22,68,58,44,1,301,50,323,62,39,15.687312734865866
23,72,71,65,1,341,70,371,73,62,15.38412647587812
24,75,71,69,1,350,75,388,75,66,15.89495209964411
22,70,61,35,1,280,53,309,70,26,15.176487111099874
25,64,64,49,1,319,54,313,73,50,16.835935444108635
21,74,64,66,1,309,69,327,71,66,15.096444403426338
21,69,63,70,1,318,73,333,70,71,15.150511624696614
21,62,55,30,1,250,46,293,66,29,16.454567887579532
21,48,49,29,1,232,39,260,60,25,14.403297222866392
22,66,61,44,1,303,58,297,68,39,14.914122846632385
25,76,70,68,1,97,53,219,17,18,14.690979295318174
23,61,51,38,1,249,59,319,67,30,16.166885815127753
24,62,48,38,1,257,45,313,61,30,14.077874822431765
21,57,49,26,1,253,35,281,53,21,13.217673557208654
25,58,56,40,1,293,51,303,61,36,16.012735135300492
27,79,75,74,1,154,56,247,31,9,15.60727002719233
29,53,51,36,1,255,44,283,63,36,13.815510557964274
27,63,57,37,1,282,49,324,64,30,14.22097566607244
26,78,68,75,1,149,51,208,22,10,15.520258650202699
24,60,56,39,1,283,62,317,68,35,16.70588231586044
24,72,71,69,1,347,76,375,74,67,15.687312734865866
22,68,67,65,1,80,50,180,17,11,14.403297222866392
28,82,76,62,2,342,53,291,81,67,16.588099280204055
22,68,60,52,1,289,52,339,67,50,14.28551418721001
26,62,56,39,1,278,59,335,67,30,15.955576721460545
24,75,72,64,1,316,68,333,76,64,14.845129975145433
25,80,82,79,1,373,77,371,83,82,17.034386382832476
26,73,64,70,1,315,71,375,72,73,15.096444403426338
25,78,74,68,1,358,83,393,77,58,16.972510979114386
23,62,55,63,1,80,41,181,17,9,13.9108207377686
23,71,62,33,1,312,52,305,69,28,15.60727002719233
24,69,62,69,1,300,72,376,68,72,14.690979295318174
24,65,63,39,1,325,42,289,62,42,15.176487111099874
24,70,58,36,1,304,48,332,67,30,15.03928598958639
23,67,60,42,1,267,53,287,67,40,14.151982794585487
24,73,66,64,1,269,66,328,69,65,14.77102200299171
22,71,55,69,1,273,73,339,72,68,14.648419680899378
24,76,71,66,1,347,72,385,78,65,16.556350581889475
22,74,69,72,1,102,52,202,15,8,15.520258650202699
23,78,66,69,1,302,73,379,75,68,16.012735135300492
22,73,67,49,1,306,51,306,73,55,14.845129975145433
22,71,55,71,1,258,71,331,69,73,14.978661367769956
23,74,63,64,1,236,67,297,72,63,14.690979295318174
23,57,57,68,1,298,75,353,62,71,14.508657738524219
25,83,71,68,1,315,59,311,83,76,16.860032995687696
24,48,43,27,1,252,40,280,52,21,15.250595083253597
22,68,64,54,1,317,75,347,67,50,15.341566861459324
25,70,69,48,1,294,74,369,70,36,16.012735135300492
22,76,76,66,1,304,77,339,78,59,15.424948470398375
22,64,58,46,1,269,60,301,61,40,14.403297222866392
23,71,66,66,1,283,70,310,72,65,14.690979295318174
21,79,70,68,1,282,73,343,80,67,15.761420707019587
22,68,56,64,1,248,68,326,66,65,14.648419680899378
25,68,63,64,1,317,66,346,69,64,13.9108207377686
22,73,62,42,1,303,49,289,72,41,15.29711509888849
22,76,64,71,1,265,70,325,77,75,15.687312734865866
25,71,59,73,1,297,75,371,75,77,16.06680235657077
23,77,74,71,1,345,76,381,76,69,16.25785759333348
24,81,74,73,2,360,77,387,78,74,16.972510979114386
21,69,66,66,1,142,50,226,31,20,14.648419680899378
25,61,59,39,2,314,67,327,67,32,16.38045991542581
25,68,63,72,1,311,71,347,68,76,14.557447902693651
25,67,63,66,1,274,76,345,59,68,14.457364444136669
24,71,62,71,1,278,74,363,71,71,14.77102200299171
26,79,70,75,1,293,85,303,78,71,15.687312734865866
31,67,63,66,1,270,74,329,66,63,13.304684934198283
25,64,62,50,1,312,64,347,65,45,14.346138809026444
27,80,69,70,3,318,77,337,77,67,15.89495209964411
27,68,54,64,1,284,63,346,68,70,13.9108207377686
26,76,62,69,1,288,69,379,73,70,14.77102200299171
24,78,62,58,1,314,65,348,75,58,15.60727002719233
24,73,73,65,1,343,76,383,76,63,15.89495209964411
24,66,56,30,1,267,54,313,70,24,16.11809565095832
25,83,73,74,1,95,55,219,18,16,16.70588231586044
24,73,64,68,1,144,48,235,25,19,14.648419680899378
25,68,52,73,1,293,77,384,70,74,15.226497531674536
23,73,64,66,1,301,70,332,72,66,14.457364444136669
25,77,75,69,1,322,75,356,76,66,16.11809565095832
23,77,75,68,1,337,74,358,79,64,16.166885815127753
30,73,63,72,2,333,80,365,72,72,15.520258650202699
25,71,68,67,1,140,51,237,45,11,14.151982794585487
25,65,59,46,1,300,58,335,67,42,15.687312734865866
23,63,50,33,1,237,51,277,63,27,13.458835614025542
22,81,85,87,1,134,64,282,23,15,17.111347423968603
26,47,63,39,1,292,52,304,42,33,13.790192749979985
26,58,63,29,1,287,45,307,69,21,16.41820024340866
30,64,56,43,1,308,53,320,70,38,17.034386382832476
26,59,58,43,1,276,47,282,64,46,13.815510557964274
25,70,69,69,1,306,71,372,69,70,14.557447902693651
25,62,63,62,1,308,65,354,65,62,13.764217263576723
31,71,62,65,1,286,71,317,66,67,13.997832114758229
25,74,68,75,1,305,77,369,76,78,16.11809565095832
25,74,69,70,1,351,77,363,74,66,15.096444403426338
25,72,67,64,1,327,73,365,74,61,14.73180128983843
25,71,67,78,1,326,82,393,75,78,16.811242831518264
25,70,63,68,1,308,70,332,71,67,14.403297222866392
26,74,70,73,1,298,69,290,72,76,15.009433026436708
22,73,65,65,1,271,65,301,71,63,14.880221294956703
23,75,72,74,1,321,82,320,74,71,15.363073066680286
26,67,54,63,1,296,65,344,67,65,13.815510557964274
26,79,78,66,2,373,69,378,81,64,16.835935444108635
26,55,61,45,1,313,56,333,64,44,15.761420707019587
25,62,56,57,1,285,53,278,65,60,11.918390573078392
24,59,53,39,2,266,62,307,66,33,15.761420707019587
24,65,58,60,1,288,73,373,62,56,14.346138809026444
25,66,66,54,1,300,62,314,67,49,13.997832114758229
25,71,69,65,1,347,69,378,73,66,14.880221294956703
23,69,57,70,1,296,68,334,68,76,14.880221294956703
24,72,60,55,1,255,60,295,68,58,14.457364444136669
25,73,70,69,1,278,73,369,73,66,14.603967918328545
23,68,58,65,1,243,75,320,70,65,14.22097566607244
25,75,66,68,1,305,75,335,72,70,15.096444403426338
24,53,49,31,1,238,56,261,56,21,13.217673557208654
24,57,63,49,1,295,76,384,71,30,15.60727002719233
29,79,78,75,2,390,83,392,81,71,16.835935444108635
29,73,62,66,2,252,69,314,67,65,14.28551418721001
30,75,74,47,2,351,62,327,78,39,15.687312734865866
28,64,57,37,1,278,50,315,65,30,13.681979165339751
28,82,72,69,2,332,70,329,79,67,15.250595083253597
30,85,75,83,1,144,56,255,25,14,16.99356438831222
31,61,66,56,2,315,81,397,74,42,16.860032995687696
29,56,53,36,2,292,37,310,58,38,17.054189010128656
27,63,60,39,1,300,60,310,69,33,16.213405830762646
29,81,72,67,2,288,76,287,78,64,15.520258650202699
28,78,72,76,1,140,54,243,21,12,15.830413578506539
30,83,84,76,2,399,79,331,83,74,17.034386382832476
27,67,61,58,1,326,75,364,69,50,14.603967918328545
28,78,78,79,2,365,88,390,82,75,17.034386382832476
28,80,83,65,2,373,86,375,85,52,16.67771143889374
28,72,66,63,1,317,75,388,71,60,14.457364444136669
27,67,62,53,1,295,66,331,69,48,14.077874822431765
28,79,77,66,3,372,73,349,81,64,16.759949537130716
29,69,69,67,1,350,73,384,74,67,14.914122846632385
29,70,71,63,1,342,78,362,75,57,15.687312734865866
29,83,70,77,1,131,53,250,19,15,16.588099280204055
29,77,81,74,3,392,87,395,79,63,16.733281290048552
28,79,73,61,1,321,74,370,78,52,15.761420707019587
31,79,75,76,1,384,78,408,82,78,16.860032995687696
32,80,81,77,1,385,77,365,81,77,16.61887093887081
27,69,69,70,1,353,71,368,69,69,14.508657738524219
27,76,59,76,1,347,77,375,76,76,15.341566861459324
27,53,48,32,1,273,42,306,60,30,15.250595083253597
29,69,60,52,1,317,74,361,71,42,15.123843377614453
28,56,45,34,1,258,45,300,61,33,15.201804919084164
34,69,72,75,3,366,80,379,73,74,14.557447902693651
28,70,63,79,2,355,78,385,76,83,16.70588231586044
27,76,63,66,1,109,47,224,22,17,14.557447902693651
27,70,61,50,1,278,62,364,67,44,14.22097566607244
26,55,55,22,1,268,25,275,59,19,15.60727002719233
30,73,68,70,1,321,73,365,71,70,14.914122846632385
25,74,69,72,1,322,73,336,75,75,15.424948470398375
25,76,66,65,1,258,64,264,72,65,14.457364444136669
23,80,66,68,1,229,70,321,78,67,14.978661367769956
26,71,64,50,2,306,58,323,73,55,16.759949537130716
25,74,70,76,2,342,84,395,74,76,16.759949537130716
26,75,71,56,1,346,62,336,78,56,16.523560759066484
25,76,71,72,1,137,53,199,22,16,15.60727002719233
26,65,61,60,1,313,62,328,62,61,13.652991628466498
27,71,54,75,2,294,75,369,74,78,15.404745763080856
27,74,71,74,1,373,82,383,74,70,14.978661367769956
25,46,55,29,2,252,42,283,54,23,15.520258650202699
29,84,73,81,1,122,55,252,19,19,16.860032995687696
26,72,68,68,1,324,80,374,70,61,15.009433026436708
25,70,69,59,2,332,63,353,73,57,16.012735135300492
24,75,61,41,1,314,44,317,74,40,16.34123920227253
26,78,72,71,2,320,79,363,78,67,15.89495209964411
25,84,72,78,2,110,54,233,25,17,17.09265529095645
38,77,60,73,4,147,45,246,23,12,14.077874822431765
36,84,77,80,3,318,80,330,86,78,15.520258650202699
34,85,90,72,4,376,67,312,93,74,16.556350581889475
39,52,55,45,2,277,64,288,62,32,12.429216196844383
37,72,60,73,3,340,80,358,71,71,13.592367006650065
36,84,70,73,1,124,53,241,20,12,14.648419680899378
36,63,62,41,3,300,65,309,71,27,15.520258650202699
36,63,62,65,2,117,47,237,20,19,11.289781913656018
36,74,67,77,3,339,75,359,77,78,14.77102200299171
35,66,66,61,1,327,64,299,66,57,12.345834587905333
33,75,78,73,2,368,80,388,80,72,16.38045991542581
34,71,72,77,3,365,90,383,73,70,13.9108207377686
33,71,76,59,3,363,71,343,75,57,16.67771143889374
33,71,63,76,4,352,78,372,75,77,15.096444403426338
32,82,84,69,3,376,78,347,84,59,16.811242831518264
34,66,62,75,2,312,77,381,67,77,14.808762330974558
32,73,72,62,2,350,81,374,74,54,15.123843377614453
30,77,70,76,1,334,77,371,76,76,15.520258650202699
32,66,68,52,1,321,64,325,69,46,14.880221294956703
30,81,80,77,3,338,78,376,82,75,16.64872390202049
31,60,62,57,2,296,66,307,60,55,13.17115354157376
30,71,80,69,2,358,85,359,77,60,15.520258650202699
29,89,75,72,3,329,84,346,88,62,16.835935444108635
31,76,75,78,2,363,81,331,77,77,15.096444403426338
30,77,69,72,2,343,75,362,77,71,15.226497531674536
29,74,74,62,2,364,76,357,78,58,16.34123920227253
33,57,54,47,1,268,72,374,62,33,13.710150042306449
32,80,79,74,2,365,70,360,79,76,16.61887093887081
33,83,85,80,3,353,78,369,86,82,16.759949537130716
30,77,79,63,3,350,65,329,80,63,16.70588231586044
29,84,86,73,1,156,65,260,38,15,16.300417207752275
29,89,79,90,5,149,59,268,30,11,18.184958410431296
28,78,80,69,2,361,83,401,80,60,16.972510979114386
29,67,65,46,2,341,65,325,64,39,14.808762330974558
30,73,73,65,1,342,76,370,77,64,16.012735135300492
19,70,55,68,1,258,71,321,69,70,14.690979295318174
17,65,57,59,1,72,43,189,10,6,13.217673557208654
16,68,59,52,1,282,60,300,68,44,13.560618308335483
16,65,49,37,1,241,42,230,63,36,12.959844447906553
18,64,60,50,1,281,53,260,68,50,13.815510557964274
17,60,47,61,1,221,60,302,65,65,13.997832114758229
17,67,62,59,1,268,66,275,65,58,14.28551418721001
19,75,65,60,1,324,62,353,70,59,14.690979295318174
18,68,56,50,1,200,50,246,65,54,13.815510557964274
19,56,53,60,1,97,40,156,18,8,12.100712129872347
19,69,57,70,1,275,69,336,67,71,15.068273526459642
17,54,41,55,1,205,53,282,54,59,13.017002861746503
